locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEAHBEAM_01437	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
OEAHBEAM_01438	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
OEAHBEAM_01439	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
OEAHBEAM_01440	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
OEAHBEAM_01441	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
OEAHBEAM_01442	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
OEAHBEAM_01443	CDS	522	yceD_4		COG1399	Large ribosomal RNA subunit accumulation protein YceD
OEAHBEAM_01444	CDS	174	rpmF		COG0333	50S ribosomal protein L32
OEAHBEAM_01445	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
OEAHBEAM_01446	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
OEAHBEAM_01447	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
OEAHBEAM_01448	CDS	735	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OEAHBEAM_01449	CDS	237	acpP_1			Acyl carrier protein
OEAHBEAM_01450	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OEAHBEAM_01451	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
OEAHBEAM_01452	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
OEAHBEAM_01453	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
OEAHBEAM_01454	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
OEAHBEAM_01455	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
OEAHBEAM_01456	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
OEAHBEAM_01457	CDS	2190	fhuE		COG4773	FhuE receptor
OEAHBEAM_01458	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
OEAHBEAM_01459	CDS	378				hypothetical protein
OEAHBEAM_01460	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
OEAHBEAM_01461	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
OEAHBEAM_01462	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
OEAHBEAM_01463	CDS	543				hypothetical protein
OEAHBEAM_01464	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
OEAHBEAM_01465	CDS	540				hypothetical protein
OEAHBEAM_01466	CDS	696	comR			HTH-type transcriptional repressor ComR
OEAHBEAM_01467	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
OEAHBEAM_01468	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
OEAHBEAM_01469	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
OEAHBEAM_01470	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
OEAHBEAM_01471	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
OEAHBEAM_01472	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OEAHBEAM_01473	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
OEAHBEAM_01474	CDS	912	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
OEAHBEAM_01475	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
OEAHBEAM_01476	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
OEAHBEAM_01477	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
OEAHBEAM_01478	CDS	1119				hypothetical protein
OEAHBEAM_01479	CDS	270				hypothetical protein
OEAHBEAM_01480	CDS	345				hypothetical protein
OEAHBEAM_01481	CDS	516				hypothetical protein
OEAHBEAM_01482	CDS	231				hypothetical protein
OEAHBEAM_01483	CDS	477				hypothetical protein
OEAHBEAM_01484	CDS	324				hypothetical protein
OEAHBEAM_01485	CDS	426				hypothetical protein
OEAHBEAM_01486	CDS	1038	dnaT_1			Primosomal protein 1
OEAHBEAM_01487	CDS	423				hypothetical protein
OEAHBEAM_01488	CDS	717				hypothetical protein
OEAHBEAM_01489	CDS	318				hypothetical protein
OEAHBEAM_01490	CDS	303				hypothetical protein
OEAHBEAM_01491	CDS	318				hypothetical protein
OEAHBEAM_01492	CDS	318				hypothetical protein
OEAHBEAM_01493	CDS	438				hypothetical protein
OEAHBEAM_01494	CDS	192				hypothetical protein
OEAHBEAM_01495	CDS	588				hypothetical protein
OEAHBEAM_01496	CDS	105				hypothetical protein
OEAHBEAM_01497	CDS	213				hypothetical protein
OEAHBEAM_01498	CDS	1050				hypothetical protein
OEAHBEAM_01499	CDS	375	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OEAHBEAM_01500	CDS	822				hypothetical protein
OEAHBEAM_01501	CDS	147				hypothetical protein
OEAHBEAM_01502	CDS	168				hypothetical protein
OEAHBEAM_01503	CDS	1938				hypothetical protein
OEAHBEAM_01504	CDS	183				hypothetical protein
OEAHBEAM_01505	CDS	270				hypothetical protein
OEAHBEAM_01506	CDS	216				hypothetical protein
OEAHBEAM_01507	CDS	345				hypothetical protein
OEAHBEAM_01508	CDS	534	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
OEAHBEAM_01509	CDS	570				hypothetical protein
OEAHBEAM_01510	CDS	147				hypothetical protein
OEAHBEAM_01511	CDS	468				hypothetical protein
OEAHBEAM_01512	CDS	225				hypothetical protein
OEAHBEAM_01513	CDS	141				hypothetical protein
OEAHBEAM_01514	CDS	90				hypothetical protein
OEAHBEAM_01515	CDS	366				hypothetical protein
OEAHBEAM_01516	CDS	564				hypothetical protein
OEAHBEAM_01517	CDS	1662				hypothetical protein
OEAHBEAM_01518	CDS	1938				hypothetical protein
OEAHBEAM_01519	CDS	222				hypothetical protein
OEAHBEAM_01520	CDS	2502				hypothetical protein
OEAHBEAM_01521	CDS	327				hypothetical protein
OEAHBEAM_01522	CDS	351				hypothetical protein
OEAHBEAM_01523	CDS	447				hypothetical protein
OEAHBEAM_01524	CDS	345				hypothetical protein
OEAHBEAM_01525	CDS	717				hypothetical protein
OEAHBEAM_01526	CDS	375				hypothetical protein
OEAHBEAM_01527	CDS	210				hypothetical protein
OEAHBEAM_01528	CDS	3243				hypothetical protein
OEAHBEAM_01529	CDS	342				hypothetical protein
OEAHBEAM_01530	CDS	699				hypothetical protein
OEAHBEAM_01531	CDS	879				hypothetical protein
OEAHBEAM_01532	CDS	738				hypothetical protein
OEAHBEAM_01533	CDS	186				hypothetical protein
OEAHBEAM_01534	CDS	90				hypothetical protein
OEAHBEAM_01535	CDS	2349				hypothetical protein
OEAHBEAM_01536	CDS	3402				hypothetical protein
OEAHBEAM_01537	CDS	450				hypothetical protein
OEAHBEAM_01538	CDS	906				IS3 family transposase IS2
OEAHBEAM_01539	CDS	366				hypothetical protein
OEAHBEAM_01540	CDS	234				hypothetical protein
OEAHBEAM_01541	CDS	1362				hypothetical protein
OEAHBEAM_01542	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
OEAHBEAM_01543	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
OEAHBEAM_01544	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
OEAHBEAM_01545	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
OEAHBEAM_01546	CDS	1230				hypothetical protein
OEAHBEAM_01547	CDS	744				hypothetical protein
OEAHBEAM_01548	CDS	198				hypothetical protein
OEAHBEAM_01549	CDS	186				hypothetical protein
OEAHBEAM_01550	CDS	192				hypothetical protein
OEAHBEAM_01551	CDS	243				hypothetical protein
OEAHBEAM_01552	CDS	300				hypothetical protein
OEAHBEAM_01553	CDS	2133				hypothetical protein
OEAHBEAM_01554	CDS	252				hypothetical protein
OEAHBEAM_01555	CDS	411				Single-stranded DNA-binding protein
OEAHBEAM_01556	CDS	273				hypothetical protein
OEAHBEAM_01557	CDS	225				hypothetical protein
OEAHBEAM_01558	CDS	1158				hypothetical protein
OEAHBEAM_01559	CDS	573				hypothetical protein
OEAHBEAM_01560	CDS	1176				hypothetical protein
OEAHBEAM_01561	CDS	339				hypothetical protein
OEAHBEAM_01562	CDS	297				hypothetical protein
OEAHBEAM_01563	CDS	441				hypothetical protein
OEAHBEAM_01564	CDS	357				hypothetical protein
OEAHBEAM_01565	CDS	1662				hypothetical protein
OEAHBEAM_01566	CDS	282				hypothetical protein
OEAHBEAM_01567	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
OEAHBEAM_01568	CDS	672	phoP			Transcriptional regulatory protein PhoP
OEAHBEAM_01569	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OEAHBEAM_01570	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
OEAHBEAM_01571	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
OEAHBEAM_01572	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
OEAHBEAM_01573	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
OEAHBEAM_01574	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OEAHBEAM_01575	CDS	1143				hypothetical protein
OEAHBEAM_01576	CDS	237				hypothetical protein
OEAHBEAM_01577	CDS	825				hypothetical protein
OEAHBEAM_01578	CDS	702				hypothetical protein
OEAHBEAM_01579	CDS	303				hypothetical protein
OEAHBEAM_01580	CDS	333	emrE		COG2076	Multidrug transporter EmrE
OEAHBEAM_01581	CDS	1527				hypothetical protein
OEAHBEAM_01582	CDS	456				hypothetical protein
OEAHBEAM_01583	CDS	171				hypothetical protein
OEAHBEAM_01584	CDS	291	ybcO_1	3.1.-.-		Putative nuclease YbcO
OEAHBEAM_01585	CDS	363	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OEAHBEAM_01586	CDS	141	ylcG			putative protein YlcG
OEAHBEAM_01587	CDS	690				hypothetical protein
OEAHBEAM_01588	CDS	306				hypothetical protein
OEAHBEAM_01589	CDS	477				hypothetical protein
OEAHBEAM_01590	CDS	462				hypothetical protein
OEAHBEAM_01591	CDS	294				hypothetical protein
OEAHBEAM_01592	CDS	411	ydfO		COG5562	putative protein YdfO
OEAHBEAM_01593	CDS	207				hypothetical protein
OEAHBEAM_01594	CDS	546	nohA_1		COG4220	Prophage DNA-packing protein NohA
OEAHBEAM_01595	CDS	1926				hypothetical protein
OEAHBEAM_01596	CDS	207				hypothetical protein
OEAHBEAM_01597	CDS	1602				hypothetical protein
OEAHBEAM_01598	CDS	1320				hypothetical protein
OEAHBEAM_01599	CDS	333				hypothetical protein
OEAHBEAM_01600	CDS	1026				hypothetical protein
OEAHBEAM_01601	CDS	399				hypothetical protein
OEAHBEAM_01602	CDS	354				hypothetical protein
OEAHBEAM_01603	CDS	579				hypothetical protein
OEAHBEAM_01604	CDS	396				hypothetical protein
OEAHBEAM_01605	CDS	741				hypothetical protein
OEAHBEAM_01606	CDS	423				hypothetical protein
OEAHBEAM_01607	CDS	435				hypothetical protein
OEAHBEAM_01608	CDS	2550				hypothetical protein
OEAHBEAM_01609	CDS	330				hypothetical protein
OEAHBEAM_01610	CDS	699				hypothetical protein
OEAHBEAM_01611	CDS	744				hypothetical protein
OEAHBEAM_01612	CDS	573				hypothetical protein
OEAHBEAM_01613	CDS	3399				hypothetical protein
OEAHBEAM_01614	CDS	600	ompX_4		COG3637	Outer membrane protein X
OEAHBEAM_01615	CDS	2916				hypothetical protein
OEAHBEAM_01616	CDS	582	tfaE_2			Prophage tail fiber assembly protein TfaE
OEAHBEAM_01617	CDS	891		1.11.1.6		Manganese catalase
OEAHBEAM_01618	CDS	507	yciE_1		COG3685	Protein YciE
OEAHBEAM_01619	CDS	501	yciF_1		COG3685	Protein YciF
OEAHBEAM_01620	CDS	183				hypothetical protein
OEAHBEAM_01621	CDS	432				hypothetical protein
OEAHBEAM_01622	CDS	249				hypothetical protein
OEAHBEAM_01623	CDS	381				hypothetical protein
OEAHBEAM_01624	CDS	348				hypothetical protein
OEAHBEAM_01625	CDS	1539				IS66 family transposase ISEc8
OEAHBEAM_01626	CDS	1485	caeB	3.1.1.-		Carboxylesterase B
OEAHBEAM_01627	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
OEAHBEAM_01628	CDS	585				hypothetical protein
OEAHBEAM_01629	CDS	327				IS3 family transposase ISEc25
OEAHBEAM_01630	CDS	888				IS3 family transposase IS1203
OEAHBEAM_01631	CDS	711				putative autotransporter
OEAHBEAM_01632	CDS	267	minE		COG0851	Cell division topological specificity factor
OEAHBEAM_01633	CDS	813	minD		COG2894	Septum site-determining protein MinD
OEAHBEAM_01634	CDS	696	minC		COG0850	Septum site-determining protein MinC
OEAHBEAM_01635	CDS	369				hypothetical protein
OEAHBEAM_01636	CDS	402	pliG			Inhibitor of g-type lysozyme
OEAHBEAM_01637	CDS	294	ycgL		COG3100	Protein YcgL
OEAHBEAM_01638	CDS	660	ycgM		COG0179	putative protein YcgM
OEAHBEAM_01639	CDS	447				hypothetical protein
OEAHBEAM_01640	CDS	912	hlyE			Hemolysin E, chromosomal
OEAHBEAM_01641	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
OEAHBEAM_01642	CDS	1269	umuC		COG0389	Protein UmuC
OEAHBEAM_01643	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
OEAHBEAM_01644	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
OEAHBEAM_01645	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
OEAHBEAM_01646	CDS	1533				hypothetical protein
OEAHBEAM_01647	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
OEAHBEAM_01648	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
OEAHBEAM_01649	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
OEAHBEAM_01650	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
OEAHBEAM_01651	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
OEAHBEAM_01652	CDS	888				IS3 family transposase IS629
OEAHBEAM_01653	CDS	327				IS3 family transposase IS629
OEAHBEAM_01654	CDS	597	ycgR		COG5581	Flagellar brake protein YcgR
OEAHBEAM_01655	CDS	255				hypothetical protein
OEAHBEAM_01656	CDS	1971	btuB_1			Vitamin B12 transporter BtuB
OEAHBEAM_01657	CDS	855	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OEAHBEAM_01658	CDS	645	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
OEAHBEAM_01659	CDS	759			COG1120	putative ABC transporter ATP-binding protein
OEAHBEAM_01660	CDS	981			COG0609	putative ABC transporter permease protein
OEAHBEAM_01661	CDS	1023				hypothetical protein
OEAHBEAM_01662	CDS	201				hypothetical protein
OEAHBEAM_01663	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
OEAHBEAM_01664	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
OEAHBEAM_01665	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
OEAHBEAM_01666	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
OEAHBEAM_01667	CDS	1761				hypothetical protein
OEAHBEAM_01668	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
OEAHBEAM_01669	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OEAHBEAM_01670	CDS	279				hypothetical protein
OEAHBEAM_01671	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
OEAHBEAM_01672	CDS	1014	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OEAHBEAM_01673	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OEAHBEAM_01674	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
OEAHBEAM_01675	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OEAHBEAM_01676	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
OEAHBEAM_01677	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OEAHBEAM_01678	CDS	393	ychQ		COG3094	Protein YchQ
OEAHBEAM_01679	CDS	810				hypothetical protein
OEAHBEAM_01680	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OEAHBEAM_01681	CDS	108	ldrA			Small toxic polypeptide LdrA
OEAHBEAM_01682	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
OEAHBEAM_01683	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
OEAHBEAM_01684	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
OEAHBEAM_01685	CDS	354	ychN		COG1553	Protein YchN
OEAHBEAM_01686	CDS	1395				Invasin
OEAHBEAM_01687	CDS	651	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
OEAHBEAM_01688	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
OEAHBEAM_01689	CDS	219				hypothetical protein
OEAHBEAM_01690	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
OEAHBEAM_01691	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
OEAHBEAM_01692	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
OEAHBEAM_01693	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
OEAHBEAM_01694	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
OEAHBEAM_01695	tRNA	85				tRNA-Tyr(gta)
OEAHBEAM_01696	tRNA	85				tRNA-Tyr(gta)
OEAHBEAM_01697	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OEAHBEAM_01698	CDS	459				hypothetical protein
OEAHBEAM_01699	CDS	945			COG1752	putative NTE family protein
OEAHBEAM_01700	CDS	1014	rssB		COG0784	Regulator of RpoS
OEAHBEAM_01701	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OEAHBEAM_01702	CDS	414	hns		COG2916	DNA-binding protein H-NS
OEAHBEAM_01703	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
OEAHBEAM_01704	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
OEAHBEAM_01705	CDS	648				hypothetical protein
OEAHBEAM_01706	CDS	156				hypothetical protein
OEAHBEAM_01707	CDS	174				hypothetical protein
OEAHBEAM_01708	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
OEAHBEAM_01709	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
OEAHBEAM_01710	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
OEAHBEAM_01711	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
OEAHBEAM_01712	CDS	1005	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OEAHBEAM_01713	CDS	330				hypothetical protein
OEAHBEAM_01714	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
OEAHBEAM_01715	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
OEAHBEAM_01716	CDS	297	yciI		COG2350	Protein YciI
OEAHBEAM_01717	CDS	720	tonB		COG0810	Protein TonB
OEAHBEAM_01718	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OEAHBEAM_01719	CDS	540	yciB		COG2917	putative intracellular septation protein A
OEAHBEAM_01720	CDS	744				hypothetical protein
OEAHBEAM_01721	CDS	639	ompW_1		COG3047	Outer membrane protein W
OEAHBEAM_01722	CDS	1131				hypothetical protein
OEAHBEAM_01723	CDS	2472				hypothetical protein
OEAHBEAM_01724	CDS	192				hypothetical protein
OEAHBEAM_01725	CDS	189				hypothetical protein
OEAHBEAM_01726	CDS	234				hypothetical protein
OEAHBEAM_01727	CDS	408				hypothetical protein
OEAHBEAM_01728	CDS	219				hypothetical protein
OEAHBEAM_01729	CDS	300				hypothetical protein
OEAHBEAM_01730	CDS	408				hypothetical protein
OEAHBEAM_01731	CDS	228				hypothetical protein
OEAHBEAM_01732	CDS	552				hypothetical protein
OEAHBEAM_01733	CDS	1041	dnaT_2			Primosomal protein 1
OEAHBEAM_01734	CDS	423				hypothetical protein
OEAHBEAM_01735	CDS	582				hypothetical protein
OEAHBEAM_01736	CDS	165				hypothetical protein
OEAHBEAM_01737	CDS	759				hypothetical protein
OEAHBEAM_01738	CDS	213				hypothetical protein
OEAHBEAM_01739	CDS	261				hypothetical protein
OEAHBEAM_01740	CDS	279				hypothetical protein
OEAHBEAM_01741	CDS	1047				hypothetical protein
OEAHBEAM_01742	CDS	360	rusA_4	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OEAHBEAM_01743	CDS	531				hypothetical protein
OEAHBEAM_01744	CDS	198				hypothetical protein
OEAHBEAM_01745	CDS	1059				hypothetical protein
OEAHBEAM_01746	tRNA	76				tRNA-Met(cat)
OEAHBEAM_01747	tRNA	77				tRNA-Arg(tct)
OEAHBEAM_01748	CDS	1854				hypothetical protein
OEAHBEAM_01749	CDS	216				hypothetical protein
OEAHBEAM_01750	CDS	345				hypothetical protein
OEAHBEAM_01751	CDS	534	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
OEAHBEAM_01752	CDS	570				hypothetical protein
OEAHBEAM_01753	CDS	147				hypothetical protein
OEAHBEAM_01754	CDS	468				hypothetical protein
OEAHBEAM_01755	CDS	228				hypothetical protein
OEAHBEAM_01756	CDS	366				hypothetical protein
OEAHBEAM_01757	CDS	564				hypothetical protein
OEAHBEAM_01758	CDS	1662				hypothetical protein
OEAHBEAM_01759	CDS	1938				hypothetical protein
OEAHBEAM_01760	CDS	222				hypothetical protein
OEAHBEAM_01761	CDS	2580				hypothetical protein
OEAHBEAM_01762	CDS	327				hypothetical protein
OEAHBEAM_01763	CDS	351				hypothetical protein
OEAHBEAM_01764	CDS	447				hypothetical protein
OEAHBEAM_01765	CDS	345				hypothetical protein
OEAHBEAM_01766	CDS	717				hypothetical protein
OEAHBEAM_01767	CDS	375				hypothetical protein
OEAHBEAM_01768	CDS	210				hypothetical protein
OEAHBEAM_01769	CDS	3081				hypothetical protein
OEAHBEAM_01770	CDS	342				hypothetical protein
OEAHBEAM_01771	CDS	438				hypothetical protein
OEAHBEAM_01772	CDS	3477				hypothetical protein
OEAHBEAM_01773	CDS	600	ompX_5		COG3637	Outer membrane protein X
OEAHBEAM_01774	CDS	1314				hypothetical protein
OEAHBEAM_01775	CDS	270				hypothetical protein
OEAHBEAM_01776	CDS	336				hypothetical protein
OEAHBEAM_01777	CDS	1326				hypothetical protein
OEAHBEAM_01778	CDS	693				hypothetical protein
OEAHBEAM_01779	CDS	912				hypothetical protein
OEAHBEAM_01780	CDS	570	nleF			Effector protein NleF
OEAHBEAM_01781	CDS	258				IS256 family transposase ISEic2
OEAHBEAM_01782	CDS	348				hypothetical protein
OEAHBEAM_01783	CDS	1539				IS66 family transposase ISEc8
OEAHBEAM_01784	CDS	348				hypothetical protein
OEAHBEAM_01785	CDS	381				hypothetical protein
OEAHBEAM_01786	CDS	270				hypothetical protein
OEAHBEAM_01787	CDS	648				hypothetical protein
OEAHBEAM_01788	CDS	591				hypothetical protein
OEAHBEAM_01789	CDS	510				hypothetical protein
OEAHBEAM_01790	CDS	123	ompW_2		COG3047	Outer membrane protein W
OEAHBEAM_01791	CDS	507	yciE_2		COG3685	Protein YciE
OEAHBEAM_01792	CDS	501	yciF_2		COG3685	Protein YciF
OEAHBEAM_01793	CDS	180				hypothetical protein
OEAHBEAM_01794	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OEAHBEAM_01795	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OEAHBEAM_01796	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
OEAHBEAM_01797	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
OEAHBEAM_01798	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OEAHBEAM_01799	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
OEAHBEAM_01800	CDS	621	yciO		COG0009	putative protein YciO
OEAHBEAM_01801	CDS	1584				hypothetical protein
OEAHBEAM_01802	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OEAHBEAM_01803	CDS	591	btuR_2	2.5.1.17	COG2109	Corrinoid adenosyltransferase
OEAHBEAM_01804	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
OEAHBEAM_01805	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
OEAHBEAM_01806	CDS	252	yciN			Protein YciN
OEAHBEAM_01807	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
OEAHBEAM_01808	CDS	975	cysB			HTH-type transcriptional regulator CysB
